"","ID","Age","Gender","Education","CogSci","CPI_native","CPI_current","NativeCountry","CurrentCountry","Years_Current","d_condition","d_data","q_condition","q_data","f_condition","f_data"
"2:165","33","44","Mand","Kandidat","Nej",44,87,"Rumænien","Danmark","9",NA,NA,NA,NA,"Face4","6"
"2:166","42","50","Kvinde","Gymnasial uddannelse","Nej",44,87,"Rumænien","Danmark","12",NA,NA,NA,NA,"Face4","5"
"2:167","41","55","Mand","Bachelor","Ja",44,87,"Rumænien","Danmark","13",NA,NA,NA,NA,"Face4","5"
"2:168","38","39","Mand","Kandidat","Nej",38,87,"Sri Lanka","Danmark","35",NA,NA,NA,NA,"Face4","4"
"2:169","39","49","Mand","Kandidat","Nej",80,87,"Tyskland","Sverige","13",NA,NA,NA,NA,"Face4","3"
"2:170","45","54","Kvinde","Gymnasial uddannelse","Nej",80,87,"Tyskland","Danmark","25",NA,NA,NA,NA,"Face4","4"
"2:171","7","48","Mand","PhD","Nej",44,87,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face4","4"
"2:172","25","49","Kvinde","Gymnasial uddannelse","Nej",44,87,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face4","5"
"2:173","4","46","Kvinde","Kandidat","Nej",44,87,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face4","2"
"2:174","36","18","Mand","Folkeskole","Nej",44,87,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face4","4"
"2:175","16","40","Kvinde","Kandidat","Nej",44,87,"Ungarn","Ungarn","36",NA,NA,NA,NA,"Face4","3"
"2:176","34","17","Kvinde","Folkeskole","Nej",44,87,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face4","5"
"2:177","18","56","Kvinde","Kandidat","Ja",44,87,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face4","3"
"2:178","11","16","Mand","Folkeskole","Nej",44,85,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face4","3"
"2:179","9","43","Kvinde","PhD","Nej",44,44,"Ungarn","Ungarn","43",NA,NA,NA,NA,"Face4","6"
"2:180","30","55","Kvinde","Kandidat","Nej",44,44,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face4","3"
"2:181","1","21","Kvinde","Gymnasial uddannelse","Ja",87,87,"Danmark","Danmark","18",NA,NA,NA,NA,"Face5","5"
"2:182","2","24","Kvinde","Gymnasial uddannelse","Ja",87,87,"Danmark","Danmark","24",NA,NA,NA,NA,"Face5","5"
"2:183","3","25","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","25",NA,NA,NA,NA,"Face5","5"
"2:184","17","46","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","46",NA,NA,NA,NA,"Face5","6"
"2:185","31","22","Mand","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","22",NA,NA,NA,NA,"Face5","2"
"2:186","6","52","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face5","4"
"2:187","24","53","Mand","Kandidat","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face5","6"
"2:188","8","59","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","59",NA,NA,NA,NA,"Face5","6"
"2:189","22","20","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","20",NA,NA,NA,NA,"Face5","6"
"2:190","10","52","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face5","5"
"2:191","15","51","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","51",NA,NA,NA,NA,"Face5","5"
"2:192","12","50","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","50",NA,NA,NA,NA,"Face5","5"
"2:193","26","20","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","20",NA,NA,NA,NA,"Face5","3"
"2:194","14","48","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","48",NA,NA,NA,NA,"Face5","2"
"2:195","19","57","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","57",NA,NA,NA,NA,"Face5","4"
"2:196","29","55","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","55",NA,NA,NA,NA,"Face5","4"
"2:197","43","63","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","63",NA,NA,NA,NA,"Face5","3"
"2:198","44","44","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","44",NA,NA,NA,NA,"Face5","4"
"2:199","27","60","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","60",NA,NA,NA,NA,"Face5","6"
"2:200","37","18","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","18",NA,NA,NA,NA,"Face5","3"
"2:201","21","45","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","45",NA,NA,NA,NA,"Face5","4"
"2:202","35","18","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","18",NA,NA,NA,NA,"Face5","3"
"2:203","28","49","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","49",NA,NA,NA,NA,"Face5","4"
"2:204","32","52","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face5","6"
"2:205","40","47","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","47",NA,NA,NA,NA,"Face5","5"
"2:206","20","48","Mand","Gymnasial uddannelse","Nej",82,87,"Holland","Danmark","25",NA,NA,NA,NA,"Face5","4"
"2:207","23","27","Mand","Kandidat","Nej",20,87,"Irak","Danmark","25",NA,NA,NA,NA,"Face5","5"
"2:208","5","16","Kvinde","Folkeskole","Nej",73,87,"Japan","Danmark","11",NA,NA,NA,NA,"Face5","4"
"2:209","13","49","Mand","PhD","Nej",60,87,"Litauen","Danmark","11",NA,NA,NA,NA,"Face5","4"
"2:210","33","44","Mand","Kandidat","Nej",44,87,"Rumænien","Danmark","9",NA,NA,NA,NA,"Face5","6"
"2:211","42","50","Kvinde","Gymnasial uddannelse","Nej",44,87,"Rumænien","Danmark","12",NA,NA,NA,NA,"Face5","4"
"2:212","41","55","Mand","Bachelor","Ja",44,87,"Rumænien","Danmark","13",NA,NA,NA,NA,"Face5","5"
"2:213","38","39","Mand","Kandidat","Nej",38,87,"Sri Lanka","Danmark","35",NA,NA,NA,NA,"Face5","4"
"2:214","39","49","Mand","Kandidat","Nej",80,87,"Tyskland","Sverige","13",NA,NA,NA,NA,"Face5","5"
"2:215","45","54","Kvinde","Gymnasial uddannelse","Nej",80,87,"Tyskland","Danmark","25",NA,NA,NA,NA,"Face5","4"
"2:216","7","48","Mand","PhD","Nej",44,87,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face5","3"
"2:217","25","49","Kvinde","Gymnasial uddannelse","Nej",44,87,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face5","5"
"2:218","4","46","Kvinde","Kandidat","Nej",44,87,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face5","5"
"2:219","36","18","Mand","Folkeskole","Nej",44,87,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face5","4"
"2:220","16","40","Kvinde","Kandidat","Nej",44,87,"Ungarn","Ungarn","36",NA,NA,NA,NA,"Face5","3"
"2:221","34","17","Kvinde","Folkeskole","Nej",44,87,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face5","4"
"2:222","18","56","Kvinde","Kandidat","Ja",44,87,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face5","5"
"2:223","11","16","Mand","Folkeskole","Nej",44,85,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face5","3"
"2:224","9","43","Kvinde","PhD","Nej",44,44,"Ungarn","Ungarn","43",NA,NA,NA,NA,"Face5","6"
"2:225","30","55","Kvinde","Kandidat","Nej",44,44,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face5","5"
"2:226","1","21","Kvinde","Gymnasial uddannelse","Ja",87,87,"Danmark","Danmark","18",NA,NA,NA,NA,"Face6","5"
"2:227","2","24","Kvinde","Gymnasial uddannelse","Ja",87,87,"Danmark","Danmark","24",NA,NA,NA,NA,"Face6","5"
"2:228","3","25","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","25",NA,NA,NA,NA,"Face6","4"
"2:229","17","46","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","46",NA,NA,NA,NA,"Face6","6"
"2:230","31","22","Mand","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","22",NA,NA,NA,NA,"Face6","4"
"2:231","6","52","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face6","6"
"2:232","24","53","Mand","Kandidat","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face6","6"
"2:233","8","59","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","59",NA,NA,NA,NA,"Face6","6"
"2:234","22","20","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","20",NA,NA,NA,NA,"Face6","5"
"2:235","10","52","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face6","5"
"2:236","15","51","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","51",NA,NA,NA,NA,"Face6","3"
"2:237","12","50","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","50",NA,NA,NA,NA,"Face6","5"
"2:238","26","20","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","20",NA,NA,NA,NA,"Face6","3"
"2:239","14","48","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","48",NA,NA,NA,NA,"Face6","2"
"2:240","19","57","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","57",NA,NA,NA,NA,"Face6","4"
"2:241","29","55","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","55",NA,NA,NA,NA,"Face6","5"
"2:242","43","63","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","63",NA,NA,NA,NA,"Face6","4"
"2:243","44","44","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","44",NA,NA,NA,NA,"Face6","4"
"2:244","27","60","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","60",NA,NA,NA,NA,"Face6","6"
"2:245","37","18","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","18",NA,NA,NA,NA,"Face6","5"
"2:246","21","45","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","45",NA,NA,NA,NA,"Face6","2"
"2:247","35","18","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","18",NA,NA,NA,NA,"Face6","3"
"2:248","28","49","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","49",NA,NA,NA,NA,"Face6","5"
"2:249","32","52","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face6","6"
"2:250","40","47","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","47",NA,NA,NA,NA,"Face6","4"
"2:251","20","48","Mand","Gymnasial uddannelse","Nej",82,87,"Holland","Danmark","25",NA,NA,NA,NA,"Face6","5"
"2:252","23","27","Mand","Kandidat","Nej",20,87,"Irak","Danmark","25",NA,NA,NA,NA,"Face6","5"
"2:253","5","16","Kvinde","Folkeskole","Nej",73,87,"Japan","Danmark","11",NA,NA,NA,NA,"Face6","2"
"2:254","13","49","Mand","PhD","Nej",60,87,"Litauen","Danmark","11",NA,NA,NA,NA,"Face6","4"
"2:255","33","44","Mand","Kandidat","Nej",44,87,"Rumænien","Danmark","9",NA,NA,NA,NA,"Face6","6"
"2:256","42","50","Kvinde","Gymnasial uddannelse","Nej",44,87,"Rumænien","Danmark","12",NA,NA,NA,NA,"Face6","4"
"2:257","41","55","Mand","Bachelor","Ja",44,87,"Rumænien","Danmark","13",NA,NA,NA,NA,"Face6","5"
"2:258","38","39","Mand","Kandidat","Nej",38,87,"Sri Lanka","Danmark","35",NA,NA,NA,NA,"Face6","4"
"2:259","39","49","Mand","Kandidat","Nej",80,87,"Tyskland","Sverige","13",NA,NA,NA,NA,"Face6","5"
"2:260","45","54","Kvinde","Gymnasial uddannelse","Nej",80,87,"Tyskland","Danmark","25",NA,NA,NA,NA,"Face6","6"
"2:261","7","48","Mand","PhD","Nej",44,87,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face6","6"
"2:262","25","49","Kvinde","Gymnasial uddannelse","Nej",44,87,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face6","5"
"2:263","4","46","Kvinde","Kandidat","Nej",44,87,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face6","4"
"2:264","36","18","Mand","Folkeskole","Nej",44,87,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face6","5"
"2:265","16","40","Kvinde","Kandidat","Nej",44,87,"Ungarn","Ungarn","36",NA,NA,NA,NA,"Face6","3"
"2:266","34","17","Kvinde","Folkeskole","Nej",44,87,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face6","5"
"2:267","18","56","Kvinde","Kandidat","Ja",44,87,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face6","5"
"2:268","11","16","Mand","Folkeskole","Nej",44,85,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face6","4"
"2:269","9","43","Kvinde","PhD","Nej",44,44,"Ungarn","Ungarn","43",NA,NA,NA,NA,"Face6","4"
"2:270","30","55","Kvinde","Kandidat","Nej",44,44,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face6","4"
"2:271","1","21","Kvinde","Gymnasial uddannelse","Ja",87,87,"Danmark","Danmark","18",NA,NA,NA,NA,"Face7","2"
"2:272","2","24","Kvinde","Gymnasial uddannelse","Ja",87,87,"Danmark","Danmark","24",NA,NA,NA,NA,"Face7","3"
"2:273","3","25","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","25",NA,NA,NA,NA,"Face7","2"
"2:274","17","46","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","46",NA,NA,NA,NA,"Face7","6"
"2:275","31","22","Mand","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","22",NA,NA,NA,NA,"Face7","1"
"2:276","6","52","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face7","3"
"2:277","24","53","Mand","Kandidat","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face7","6"
"2:278","8","59","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","59",NA,NA,NA,NA,"Face7","3"
"2:279","22","20","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","20",NA,NA,NA,NA,"Face7","3"
"2:280","10","52","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face7","3"
"2:281","15","51","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","51",NA,NA,NA,NA,"Face7","2"
"2:282","12","50","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","50",NA,NA,NA,NA,"Face7","3"
"2:283","26","20","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","20",NA,NA,NA,NA,"Face7","2"
"2:284","14","48","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","48",NA,NA,NA,NA,"Face7","3"
"2:285","19","57","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","57",NA,NA,NA,NA,"Face7","3"
"2:286","29","55","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","55",NA,NA,NA,NA,"Face7","2"
"2:287","43","63","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","63",NA,NA,NA,NA,"Face7","3"
"2:288","44","44","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","44",NA,NA,NA,NA,"Face7","3"
"2:289","27","60","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","60",NA,NA,NA,NA,"Face7","4"
"2:290","37","18","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","18",NA,NA,NA,NA,"Face7","2"
"2:291","21","45","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","45",NA,NA,NA,NA,"Face7","2"
"2:292","35","18","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","18",NA,NA,NA,NA,"Face7","2"
"2:293","28","49","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","49",NA,NA,NA,NA,"Face7","2"
"2:294","32","52","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face7","6"
"2:295","40","47","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","47",NA,NA,NA,NA,"Face7","4"
"2:296","20","48","Mand","Gymnasial uddannelse","Nej",82,87,"Holland","Danmark","25",NA,NA,NA,NA,"Face7","4"
"2:297","23","27","Mand","Kandidat","Nej",20,87,"Irak","Danmark","25",NA,NA,NA,NA,"Face7","2"
"2:298","5","16","Kvinde","Folkeskole","Nej",73,87,"Japan","Danmark","11",NA,NA,NA,NA,"Face7","3"
"2:299","13","49","Mand","PhD","Nej",60,87,"Litauen","Danmark","11",NA,NA,NA,NA,"Face7","4"
"2:300","33","44","Mand","Kandidat","Nej",44,87,"Rumænien","Danmark","9",NA,NA,NA,NA,"Face7","6"
"2:301","42","50","Kvinde","Gymnasial uddannelse","Nej",44,87,"Rumænien","Danmark","12",NA,NA,NA,NA,"Face7","4"
"2:302","41","55","Mand","Bachelor","Ja",44,87,"Rumænien","Danmark","13",NA,NA,NA,NA,"Face7","3"
"2:303","38","39","Mand","Kandidat","Nej",38,87,"Sri Lanka","Danmark","35",NA,NA,NA,NA,"Face7","3"
"2:304","39","49","Mand","Kandidat","Nej",80,87,"Tyskland","Sverige","13",NA,NA,NA,NA,"Face7","5"
"2:305","45","54","Kvinde","Gymnasial uddannelse","Nej",80,87,"Tyskland","Danmark","25",NA,NA,NA,NA,"Face7","4"
"2:306","7","48","Mand","PhD","Nej",44,87,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face7","4"
"2:307","25","49","Kvinde","Gymnasial uddannelse","Nej",44,87,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face7","3"
"2:308","4","46","Kvinde","Kandidat","Nej",44,87,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face7","3"
"2:309","36","18","Mand","Folkeskole","Nej",44,87,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face7","4"
"2:310","16","40","Kvinde","Kandidat","Nej",44,87,"Ungarn","Ungarn","36",NA,NA,NA,NA,"Face7","3"
"2:311","34","17","Kvinde","Folkeskole","Nej",44,87,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face7","3"
"2:312","18","56","Kvinde","Kandidat","Ja",44,87,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face7","5"
"2:313","11","16","Mand","Folkeskole","Nej",44,85,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face7","4"
"2:314","9","43","Kvinde","PhD","Nej",44,44,"Ungarn","Ungarn","43",NA,NA,NA,NA,"Face7","4"
"2:315","30","55","Kvinde","Kandidat","Nej",44,44,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face7","3"
"2:316","1","21","Kvinde","Gymnasial uddannelse","Ja",87,87,"Danmark","Danmark","18",NA,NA,NA,NA,"Face8","3"
"2:317","2","24","Kvinde","Gymnasial uddannelse","Ja",87,87,"Danmark","Danmark","24",NA,NA,NA,NA,"Face8","3"
"2:318","3","25","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","25",NA,NA,NA,NA,"Face8","4"
"2:319","17","46","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","46",NA,NA,NA,NA,"Face8","5"
"2:320","31","22","Mand","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","22",NA,NA,NA,NA,"Face8","3"
"2:321","6","52","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face8","3"
"2:322","24","53","Mand","Kandidat","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face8","6"
"2:323","8","59","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","59",NA,NA,NA,NA,"Face8","4"
"2:324","22","20","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","20",NA,NA,NA,NA,"Face8","4"
"2:325","10","52","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face8","4"
"2:326","15","51","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","51",NA,NA,NA,NA,"Face8","2"
"2:327","12","50","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","50",NA,NA,NA,NA,"Face8","4"
"2:328","26","20","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","20",NA,NA,NA,NA,"Face8","2"
"2:329","14","48","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","48",NA,NA,NA,NA,"Face8","2"
"2:330","19","57","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","57",NA,NA,NA,NA,"Face8","3"
"2:331","29","55","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","55",NA,NA,NA,NA,"Face8","3"
"2:332","43","63","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","63",NA,NA,NA,NA,"Face8","3"
"2:333","44","44","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","44",NA,NA,NA,NA,"Face8","3"
"2:334","27","60","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","60",NA,NA,NA,NA,"Face8","4"
"2:335","37","18","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","18",NA,NA,NA,NA,"Face8","3"
"2:336","21","45","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","45",NA,NA,NA,NA,"Face8","3"
"2:337","35","18","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","18",NA,NA,NA,NA,"Face8","2"
"2:338","28","49","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","49",NA,NA,NA,NA,"Face8","3"
"2:339","32","52","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face8","6"
"2:340","40","47","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","47",NA,NA,NA,NA,"Face8","5"
"2:341","20","48","Mand","Gymnasial uddannelse","Nej",82,87,"Holland","Danmark","25",NA,NA,NA,NA,"Face8","5"
"2:342","23","27","Mand","Kandidat","Nej",20,87,"Irak","Danmark","25",NA,NA,NA,NA,"Face8","3"
"2:343","5","16","Kvinde","Folkeskole","Nej",73,87,"Japan","Danmark","11",NA,NA,NA,NA,"Face8","4"
"2:344","13","49","Mand","PhD","Nej",60,87,"Litauen","Danmark","11",NA,NA,NA,NA,"Face8","4"
"2:345","33","44","Mand","Kandidat","Nej",44,87,"Rumænien","Danmark","9",NA,NA,NA,NA,"Face8","6"
"2:346","42","50","Kvinde","Gymnasial uddannelse","Nej",44,87,"Rumænien","Danmark","12",NA,NA,NA,NA,"Face8","5"
"2:347","41","55","Mand","Bachelor","Ja",44,87,"Rumænien","Danmark","13",NA,NA,NA,NA,"Face8","4"
"2:348","38","39","Mand","Kandidat","Nej",38,87,"Sri Lanka","Danmark","35",NA,NA,NA,NA,"Face8","3"
"2:349","39","49","Mand","Kandidat","Nej",80,87,"Tyskland","Sverige","13",NA,NA,NA,NA,"Face8","5"
"2:350","45","54","Kvinde","Gymnasial uddannelse","Nej",80,87,"Tyskland","Danmark","25",NA,NA,NA,NA,"Face8","4"
"2:351","7","48","Mand","PhD","Nej",44,87,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face8","3"
"2:352","25","49","Kvinde","Gymnasial uddannelse","Nej",44,87,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face8","5"
"2:353","4","46","Kvinde","Kandidat","Nej",44,87,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face8","4"
"2:354","36","18","Mand","Folkeskole","Nej",44,87,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face8","4"
"2:355","16","40","Kvinde","Kandidat","Nej",44,87,"Ungarn","Ungarn","36",NA,NA,NA,NA,"Face8","3"
"2:356","34","17","Kvinde","Folkeskole","Nej",44,87,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face8","4"
"2:357","18","56","Kvinde","Kandidat","Ja",44,87,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face8","4"
"2:358","11","16","Mand","Folkeskole","Nej",44,85,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face8","4"
"2:359","9","43","Kvinde","PhD","Nej",44,44,"Ungarn","Ungarn","43",NA,NA,NA,NA,"Face8","4"
"2:360","30","55","Kvinde","Kandidat","Nej",44,44,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face8","2"
"2:361","1","21","Kvinde","Gymnasial uddannelse","Ja",87,87,"Danmark","Danmark","18",NA,NA,NA,NA,"Face9","3"
"2:362","2","24","Kvinde","Gymnasial uddannelse","Ja",87,87,"Danmark","Danmark","24",NA,NA,NA,NA,"Face9","4"
"2:363","3","25","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","25",NA,NA,NA,NA,"Face9","4"
"2:364","17","46","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","46",NA,NA,NA,NA,"Face9","4"
"2:365","31","22","Mand","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","22",NA,NA,NA,NA,"Face9","3"
"2:366","6","52","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face9","4"
"2:367","24","53","Mand","Kandidat","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face9","6"
"2:368","8","59","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","59",NA,NA,NA,NA,"Face9","5"
"2:369","22","20","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","20",NA,NA,NA,NA,"Face9","4"
"2:370","10","52","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face9","4"
"2:371","15","51","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","51",NA,NA,NA,NA,"Face9","2"
"2:372","12","50","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","50",NA,NA,NA,NA,"Face9","4"
"2:373","26","20","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","20",NA,NA,NA,NA,"Face9","2"
"2:374","14","48","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","48",NA,NA,NA,NA,"Face9","3"
"2:375","19","57","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","57",NA,NA,NA,NA,"Face9","4"
"2:376","29","55","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","55",NA,NA,NA,NA,"Face9","3"
"2:377","43","63","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","63",NA,NA,NA,NA,"Face9","2"
"2:378","44","44","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","44",NA,NA,NA,NA,"Face9","3"
"2:379","27","60","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","60",NA,NA,NA,NA,"Face9","3"
"2:380","37","18","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","18",NA,NA,NA,NA,"Face9","5"
"2:381","21","45","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","45",NA,NA,NA,NA,"Face9","2"
